Flight_ID,Airline,Origin,Destination,Departure_Date,Seat_Class,Days_to_Departure,Layovers,Layover_Airport1,Layover_Airport2,Price
FL07729,Endeavor Air,IAH,DFW,14-12-2024,First Class,45,1,PHX,NA,1844.83
FL07730,Hawaiian Airlines,EWR,IAH,27-07-2024,Economy,117,1,JFK,NA,429.54
FL07731,SkyWest Airlines,SFO,DTW,24-04-2024,Business,45,1,LAS,NA,1210.85
FL07732,Delta,DEN,LAS,20-03-2024,First Class,103,0,NA,NA,910.79
FL07733,Spirit Airlines,IAH,EWR,21-07-2024,Business,141,1,BWI,NA,885.88
FL07734,United,MDW,IAH,05-09-2024,First Class,103,0,NA,NA,1490.55
FL07735,Delta,PHX,BWI,19-09-2024,First Class,47,0,NA,NA,1159.9
FL07736,JetBlue,DCA,SFO,24-03-2024,First Class,58,0,NA,NA,1113.85
FL07737,Republic Airways,IAH,LAS,07-01-2025,Economy,75,0,NA,NA,546.89
FL07738,Endeavor Air,SFO,SEA,26-12-2024,First Class,21,1,LAS,NA,2432.68
FL07739,Spirit Airlines,CLT,ATL,29-08-2024,Economy,95,1,MDW,NA,630.64
FL07740,Southwest,PHX,ATL,12-11-2024,First Class,86,0,NA,NA,962.93
FL07741,Hawaiian Airlines,JFK,DEN,12-12-2024,Business,119,0,NA,NA,657.44
FL07742,JetBlue,ATL,LAS,23-03-2024,First Class,110,0,NA,NA,1229.5
FL07743,Spirit Airlines,LAX,DTW,10-04-2024,Economy,104,1,MCO,NA,459.68
FL07744,United,BOS,BWI,07-12-2024,First Class,32,1,DFW,NA,1810.68
FL07745,JetBlue,DEN,IAH,20-12-2024,First Class,64,0,NA,NA,1406.23
FL07746,Hawaiian Airlines,LAS,LAX,05-01-2025,Business,76,2,ATL,IAH,1054.64
FL07747,Southwest,DEN,MCO,18-12-2024,Business,167,1,DCA,NA,944.05
FL07748,SkyWest Airlines,DFW,BOS,20-07-2024,Economy,160,1,IAH,NA,648.95
FL07749,Frontier Airlines,LAS,JFK,19-08-2024,First Class,4,1,BOS,NA,2230.92
FL07750,Republic Airways,JFK,SFO,21-01-2025,First Class,75,0,NA,NA,1471.23
FL07751,Frontier Airlines,EWR,SFO,25-01-2025,Economy,149,1,ATL,NA,580.33
FL07752,Endeavor Air,ATL,SFO,31-03-2024,First Class,142,0,NA,NA,907.14
FL07753,United,ATL,IAH,01-04-2024,Business,44,1,BOS,NA,967.26
FL07754,Republic Airways,MDW,ORD,02-10-2024,Economy,16,0,NA,NA,559.1
FL07755,Delta,DFW,EWR,20-06-2024,Business,21,0,NA,NA,1051.22
FL07756,JetBlue,MCO,DTW,26-04-2024,Business,23,1,CLT,NA,1207.77
FL07757,Spirit Airlines,MIA,IAH,25-08-2024,Economy,176,1,SEA,NA,566.18
FL07758,Republic Airways,DEN,SEA,22-11-2024,Business,88,1,IAH,NA,745.93
FL07759,Southwest,MIA,JFK,28-04-2024,Economy,143,1,CLT,NA,613.5
FL07760,Frontier Airlines,JFK,SEA,07-09-2024,Business,82,0,NA,NA,444.43
FL07761,SkyWest Airlines,DCA,MIA,31-05-2024,Economy,121,1,LAS,NA,375.35
FL07762,United,LAS,CLT,20-06-2024,First Class,48,0,NA,NA,2130.29
FL07763,JetBlue,MCO,DEN,14-04-2024,Economy,39,1,LAS,NA,650.85
FL07764,United,DFW,BOS,04-07-2024,Business,114,0,NA,NA,792.81
FL07765,Southwest,MDW,IAH,29-10-2024,Business,123,0,NA,NA,1042.16
FL07766,Southwest,DCA,JFK,04-07-2024,Economy,58,1,DEN,NA,660.01
FL07767,Alaska Airlines,ATL,SEA,08-12-2024,Economy,128,2,LAS,LAX,633.72
FL07768,Spirit Airlines,LAS,BOS,14-03-2024,Business,116,2,MDW,IAH,616.88
FL07769,Alaska Airlines,DTW,CLT,13-01-2025,Business,68,0,NA,NA,665.17
FL07770,Hawaiian Airlines,JFK,CLT,22-08-2024,First Class,131,0,NA,NA,1207.8
FL07771,Alaska Airlines,ORD,DFW,15-03-2024,Business,55,0,NA,NA,747.26
FL07772,Endeavor Air,MIA,DEN,18-05-2024,First Class,9,1,IAH,NA,2141.47
FL07773,Delta,SEA,BWI,27-04-2024,Business,152,0,NA,NA,875.8
FL07774,Endeavor Air,DFW,IAH,01-10-2024,Economy,86,1,EWR,NA,860.84
FL07775,Republic Airways,IAH,BOS,18-11-2024,Economy,35,1,DTW,NA,320.88
FL07776,Southwest,DEN,SFO,27-05-2024,First Class,8,0,NA,NA,1453.31
FL07777,Southwest,DCA,DTW,21-09-2024,Economy,153,2,JFK,ATL,854.25
FL07778,Endeavor Air,DCA,DFW,23-06-2024,First Class,168,1,MDW,NA,763.28
FL07779,Spirit Airlines,ORD,MCO,25-03-2024,Economy,131,0,NA,NA,352.98
FL07780,SkyWest Airlines,DTW,ATL,10-11-2024,First Class,29,2,MDW,MIA,2319.72
FL07781,United,PHX,LAX,14-07-2024,Economy,97,2,CLT,DFW,905.22
FL07782,Spirit Airlines,SEA,BOS,26-08-2024,First Class,121,2,LAX,SFO,1121.68
FL07783,Southwest,BWI,DCA,29-06-2024,Economy,165,0,NA,NA,429.48
FL07784,Southwest,PHX,DEN,08-06-2024,Economy,12,0,NA,NA,745.05
FL07785,Frontier Airlines,MCO,CLT,17-07-2024,Business,73,1,SFO,NA,783.32
FL07786,Republic Airways,JFK,CLT,24-11-2024,First Class,164,1,MDW,NA,1145.8
FL07787,Spirit Airlines,BWI,LAS,23-04-2024,Business,157,1,JFK,NA,867.72
FL07788,SkyWest Airlines,MDW,DEN,29-08-2024,Business,3,1,EWR,NA,1140.37
FL07789,Delta,MDW,ORD,08-07-2024,First Class,10,2,DTW,EWR,2421.4
FL07790,Endeavor Air,MIA,SFO,15-09-2024,First Class,19,0,NA,NA,1550.53
FL07791,Spirit Airlines,SFO,MIA,04-11-2024,Economy,68,2,ATL,JFK,751.8
FL07792,United,MDW,EWR,17-10-2024,Economy,153,0,NA,NA,405.42
FL07793,SkyWest Airlines,PHX,ATL,12-12-2024,Business,52,1,MDW,NA,753.3
FL07794,Frontier Airlines,ORD,CLT,09-01-2025,Business,48,0,NA,NA,639.9
FL07795,Endeavor Air,ORD,EWR,25-01-2025,Economy,76,0,NA,NA,467.87
FL07796,Endeavor Air,ATL,BOS,18-05-2024,Economy,118,1,IAH,NA,749.4
FL07797,JetBlue,PHX,BOS,15-07-2024,First Class,18,0,NA,NA,1621.82
FL07798,Republic Airways,EWR,IAH,09-04-2024,First Class,34,0,NA,NA,1575.68
FL07799,SkyWest Airlines,DFW,LAX,08-02-2025,Economy,101,1,SEA,NA,629.07
FL07800,Endeavor Air,DCA,DEN,06-06-2024,First Class,45,1,DTW,NA,1548.76
FL07801,Alaska Airlines,JFK,DEN,23-09-2024,Economy,127,0,NA,NA,230.74
FL07802,United,DFW,DTW,09-07-2024,Business,173,0,NA,NA,596.11
FL07803,Spirit Airlines,MIA,LAS,28-01-2025,Business,129,1,DTW,NA,1091.36
FL07804,SkyWest Airlines,LAS,ORD,11-04-2024,Business,48,1,MDW,NA,984.85
FL07805,United,EWR,BWI,08-07-2024,First Class,33,1,IAH,NA,1855.08
FL07806,American Airlines,MDW,JFK,01-11-2024,First Class,138,2,ATL,BWI,1672.54
FL07807,United,LAX,ATL,13-07-2024,Business,84,2,PHX,LAS,1228.75
FL07808,Endeavor Air,SFO,DEN,05-02-2025,Business,75,0,NA,NA,959.83
FL07809,Republic Airways,LAX,EWR,02-06-2024,Economy,163,1,MDW,NA,597.06
FL07810,Alaska Airlines,MCO,DCA,02-09-2024,First Class,154,1,MDW,NA,1006.49
FL07811,American Airlines,SEA,DCA,09-05-2024,First Class,92,2,BOS,DFW,1588.92
FL07812,Frontier Airlines,EWR,LAX,27-06-2024,First Class,55,0,NA,NA,1498.36
FL07813,Delta,MDW,BOS,10-07-2024,Economy,14,0,NA,NA,876.88
FL07814,United,ATL,PHX,13-12-2024,Economy,180,0,NA,NA,579.17
FL07815,Southwest,DTW,LAX,11-11-2024,First Class,67,0,NA,NA,1039.85
FL07816,Frontier Airlines,LAS,LAX,08-04-2024,Business,85,0,NA,NA,658.58
FL07817,Alaska Airlines,ATL,SFO,28-05-2024,Business,84,1,PHX,NA,954.83
FL07818,Spirit Airlines,DFW,CLT,23-12-2024,First Class,165,0,NA,NA,1281.71
FL07819,SkyWest Airlines,SEA,LAX,02-12-2024,First Class,150,1,JFK,NA,1497.95
FL07820,Frontier Airlines,DFW,MIA,16-12-2024,Business,144,2,LAX,LAS,1043.41
FL07821,Spirit Airlines,EWR,ATL,19-08-2024,Business,81,1,JFK,NA,971.33
FL07822,Republic Airways,JFK,CLT,09-02-2025,First Class,96,1,ATL,NA,1634.92
FL07823,Alaska Airlines,SFO,BOS,07-08-2024,Business,75,1,JFK,NA,848.21
FL07824,Spirit Airlines,DFW,LAX,03-11-2024,First Class,15,1,MIA,NA,1672.18
FL07825,JetBlue,SFO,MCO,27-08-2024,Economy,128,0,NA,NA,415.1
FL07826,Frontier Airlines,JFK,ATL,21-12-2024,First Class,2,2,PHX,MCO,2199.36
FL07827,Delta,MDW,SEA,09-04-2024,First Class,158,2,PHX,LAX,844.02
FL07828,Southwest,DFW,LAX,04-09-2024,Economy,109,2,IAH,DTW,749.01
FL07829,American Airlines,PHX,LAX,27-12-2024,Economy,15,1,MDW,NA,765.54
FL07830,Delta,SFO,DCA,27-08-2024,Economy,74,0,NA,NA,387.51
FL07831,SkyWest Airlines,MCO,DEN,16-11-2024,Economy,61,1,ORD,NA,732.72
FL07832,Republic Airways,PHX,SEA,05-02-2025,First Class,176,1,DTW,NA,1108.38
FL07833,JetBlue,MDW,IAH,21-12-2024,Economy,147,1,EWR,NA,481.98
FL07834,Spirit Airlines,CLT,BWI,26-05-2024,Business,173,2,ATL,SEA,875.95
FL07835,Southwest,SFO,DEN,19-03-2024,First Class,85,0,NA,NA,1276.1
FL07836,American Airlines,MCO,LAX,16-11-2024,First Class,179,2,ATL,DFW,1024.93
FL07837,Frontier Airlines,LAS,BOS,07-08-2024,First Class,105,1,DTW,NA,1395.44
FL07838,Alaska Airlines,ATL,IAH,30-04-2024,Business,101,0,NA,NA,982.72
FL07839,Endeavor Air,DFW,ORD,20-10-2024,Business,105,2,MCO,JFK,1271.17
FL07840,Southwest,PHX,BOS,02-09-2024,Business,63,0,NA,NA,1022.66
FL07841,Republic Airways,MDW,ORD,04-08-2024,First Class,44,2,BWI,PHX,1392.78
FL07842,JetBlue,SEA,PHX,04-09-2024,First Class,142,0,NA,NA,1349.9
FL07843,Spirit Airlines,MCO,LAS,06-02-2025,First Class,79,1,MIA,NA,1435.45
FL07844,American Airlines,ATL,DFW,08-06-2024,First Class,19,2,SEA,EWR,2334.56
FL07845,Endeavor Air,LAS,MDW,12-02-2025,Business,48,1,MCO,NA,1223.51
FL07846,Alaska Airlines,JFK,ORD,19-10-2024,First Class,61,1,DTW,NA,2219.79
FL07847,JetBlue,DTW,BWI,04-10-2024,Business,54,0,NA,NA,1272.58
FL07848,Hawaiian Airlines,SEA,LAS,28-05-2024,Business,63,1,BWI,NA,817.6
FL07849,Republic Airways,DCA,IAH,27-06-2024,Business,117,0,NA,NA,418.74
FL07850,United,MCO,DTW,26-07-2024,Economy,11,1,DCA,NA,1200.98
FL07851,Spirit Airlines,SEA,PHX,18-07-2024,Business,38,0,NA,NA,642.15
FL07852,Hawaiian Airlines,SEA,PHX,07-09-2024,Business,139,1,LAS,NA,988.79
FL07853,Hawaiian Airlines,DCA,EWR,20-03-2024,Economy,161,1,MDW,NA,543.3
FL07854,JetBlue,BWI,ORD,17-07-2024,First Class,29,2,IAH,JFK,1650.57
FL07855,Delta,SEA,IAH,20-09-2024,Business,58,0,NA,NA,643
FL07856,Hawaiian Airlines,CLT,DCA,05-10-2024,First Class,161,1,DFW,NA,1310.44
FL07857,Delta,CLT,DEN,02-07-2024,Business,51,0,NA,NA,916.28
FL07858,Delta,IAH,MIA,26-03-2024,Economy,127,1,MDW,NA,253.51
FL07859,SkyWest Airlines,SEA,MDW,20-01-2025,Business,45,2,DCA,ATL,1259.89
FL07860,American Airlines,MDW,IAH,28-08-2024,Business,126,1,BWI,NA,864.29
FL07861,Alaska Airlines,DTW,LAX,26-08-2024,Business,167,0,NA,NA,548.44
FL07862,Southwest,EWR,LAS,25-03-2024,First Class,62,1,DCA,NA,1519.77
FL07863,Hawaiian Airlines,MDW,ATL,20-06-2024,First Class,37,0,NA,NA,1884.82
FL07864,Endeavor Air,DTW,SEA,31-12-2024,Business,170,1,LAS,NA,622.15
FL07865,JetBlue,ATL,CLT,16-01-2025,First Class,174,2,IAH,BWI,1086.6
FL07866,Spirit Airlines,ATL,LAS,17-08-2024,Business,10,0,NA,NA,1065.24
FL07867,JetBlue,BOS,DCA,16-06-2024,First Class,61,1,MIA,NA,1502.35
FL07868,Southwest,DFW,DTW,21-01-2025,First Class,52,2,LAX,MCO,2678.25
FL07869,Endeavor Air,DTW,DFW,04-11-2024,Business,8,0,NA,NA,894.44
FL07870,JetBlue,MCO,CLT,02-07-2024,Economy,120,0,NA,NA,214.72
FL07871,Endeavor Air,MDW,DFW,11-11-2024,First Class,157,0,NA,NA,941.75
FL07872,United,JFK,DTW,08-02-2025,Business,115,1,BOS,NA,620.64
FL07873,Alaska Airlines,JFK,MIA,30-06-2024,First Class,93,1,IAH,NA,913.39
FL07874,Alaska Airlines,CLT,DEN,30-06-2024,First Class,11,2,DTW,IAH,2562.18
FL07875,Frontier Airlines,JFK,BOS,21-07-2024,Business,50,1,PHX,NA,1249.66
FL07876,American Airlines,DFW,DCA,16-04-2024,First Class,65,2,MDW,IAH,1606.67
FL07877,Spirit Airlines,MDW,SEA,20-03-2024,Business,73,1,ATL,NA,787.67
FL07878,American Airlines,DCA,DTW,25-07-2024,Business,159,0,NA,NA,450.29
FL07879,American Airlines,JFK,MDW,01-12-2024,Business,3,0,NA,NA,1105.19
FL07880,American Airlines,MCO,CLT,22-08-2024,First Class,75,1,DFW,NA,1350.03
FL07881,Delta,PHX,JFK,25-06-2024,Economy,42,0,NA,NA,240.9
FL07882,Alaska Airlines,DEN,DCA,04-06-2024,Business,69,0,NA,NA,622.32
FL07883,Frontier Airlines,BOS,PHX,31-12-2024,Business,132,2,BWI,MIA,860.22
FL07884,Republic Airways,DCA,DFW,07-02-2025,First Class,27,0,NA,NA,1581.02
FL07885,JetBlue,IAH,ATL,12-06-2024,Business,104,2,DFW,BWI,822.61
FL07886,Spirit Airlines,DEN,BOS,26-09-2024,First Class,162,1,SEA,NA,1070.21
FL07887,Alaska Airlines,MCO,DCA,25-06-2024,Business,8,0,NA,NA,1086.15
FL07888,United,EWR,DFW,08-02-2025,Economy,57,0,NA,NA,967.46
FL07889,Delta,MIA,EWR,23-12-2024,Business,35,2,IAH,DTW,1086.15
FL07890,Southwest,DFW,DCA,19-06-2024,Business,42,0,NA,NA,1199.81
FL07891,Alaska Airlines,DTW,LAS,14-08-2024,Business,33,2,BWI,MCO,1632.11
FL07892,Hawaiian Airlines,ATL,LAX,09-12-2024,Economy,97,2,BOS,IAH,960.13
FL07893,United,PHX,LAS,20-08-2024,Business,21,0,NA,NA,994.35
FL07894,American Airlines,ATL,SFO,26-09-2024,Business,80,0,NA,NA,690.31
FL07895,SkyWest Airlines,ORD,DEN,12-04-2024,Business,129,1,EWR,NA,651.88
FL07896,Hawaiian Airlines,JFK,ATL,28-01-2025,Business,164,0,NA,NA,699.86
FL07897,Alaska Airlines,ATL,SFO,06-04-2024,Business,66,0,NA,NA,1143.27
FL07898,SkyWest Airlines,PHX,LAX,14-09-2024,First Class,38,1,MIA,NA,1170.72
FL07899,JetBlue,BOS,PHX,25-01-2025,Economy,105,0,NA,NA,527.61
FL07900,United,SFO,CLT,30-09-2024,First Class,105,0,NA,NA,1439.82
FL07901,Hawaiian Airlines,ORD,EWR,25-01-2025,Economy,74,0,NA,NA,540.55
FL07902,JetBlue,EWR,CLT,07-06-2024,Economy,156,1,LAS,NA,488.05
FL07903,United,DFW,ORD,05-10-2024,Business,161,0,NA,NA,928.6
FL07904,American Airlines,ATL,DCA,25-11-2024,Business,74,2,BWI,PHX,905.84
FL07905,Spirit Airlines,LAX,CLT,06-09-2024,Business,106,0,NA,NA,663.36
FL07906,Delta,MIA,MDW,16-04-2024,First Class,130,2,LAS,CLT,1556.29
FL07907,SkyWest Airlines,DFW,LAX,15-10-2024,Business,143,1,EWR,NA,853.01
FL07908,Frontier Airlines,JFK,CLT,02-04-2024,Economy,17,0,NA,NA,842.37
FL07909,Endeavor Air,IAH,LAX,02-08-2024,Economy,52,0,NA,NA,165.93
FL07910,Republic Airways,SFO,PHX,02-01-2025,First Class,55,1,MIA,NA,1193.12
FL07911,Southwest,LAS,PHX,14-05-2024,Business,137,0,NA,NA,956.41
FL07912,Spirit Airlines,IAH,LAS,14-10-2024,Business,24,0,NA,NA,1232.33
FL07913,SkyWest Airlines,DCA,PHX,06-05-2024,Business,55,1,CLT,NA,1203.44
FL07914,Southwest,DEN,ORD,18-04-2024,Economy,144,2,BOS,DCA,732.67
FL07915,Spirit Airlines,MIA,MDW,22-12-2024,Business,175,2,JFK,CLT,894.23
FL07916,Alaska Airlines,LAX,DCA,08-01-2025,Business,168,2,MDW,LAS,1003.67
FL07917,SkyWest Airlines,DCA,SFO,01-02-2025,First Class,63,0,NA,NA,1723.2
FL07918,Southwest,CLT,MIA,23-08-2024,Economy,101,1,SEA,NA,893.6
FL07919,Endeavor Air,CLT,LAX,01-08-2024,Business,9,0,NA,NA,790.46
FL07920,American Airlines,MIA,DFW,08-01-2025,Economy,14,1,JFK,NA,1005.32
FL07921,Republic Airways,SEA,EWR,29-06-2024,Business,103,1,ORD,NA,814.1
FL07922,Spirit Airlines,DEN,ATL,18-10-2024,Economy,144,0,NA,NA,546.61
FL07923,Alaska Airlines,MCO,IAH,28-01-2025,Economy,149,0,NA,NA,264.33
FL07924,SkyWest Airlines,DCA,BOS,10-03-2024,Economy,45,2,SFO,PHX,1150.65
FL07925,Spirit Airlines,DEN,SEA,04-04-2024,Economy,36,0,NA,NA,666.52
FL07926,Republic Airways,CLT,SFO,23-07-2024,Economy,21,0,NA,NA,869.84
FL07927,American Airlines,ATL,MDW,31-05-2024,Business,43,2,MCO,DTW,1455.27
FL07928,Southwest,SFO,LAS,21-05-2024,Business,45,1,JFK,NA,1320.51
FL07929,JetBlue,LAX,JFK,09-11-2024,First Class,170,2,PHX,EWR,1196.83
FL07930,SkyWest Airlines,BWI,DEN,22-04-2024,Economy,165,1,MDW,NA,304.32
FL07931,American Airlines,EWR,ORD,11-09-2024,First Class,118,0,NA,NA,1249.8
FL07932,Delta,BWI,DTW,14-12-2024,First Class,37,0,NA,NA,2306.17
FL07933,Endeavor Air,ATL,PHX,31-05-2024,Economy,135,2,MIA,MCO,403.7
FL07934,Southwest,CLT,SFO,28-05-2024,Business,6,1,MIA,NA,1530.99
FL07935,Frontier Airlines,MCO,DFW,02-07-2024,First Class,178,0,NA,NA,637.63
FL07936,United,SFO,CLT,12-07-2024,First Class,118,0,NA,NA,1240.37
FL07937,Delta,ATL,MDW,11-08-2024,Business,114,1,MCO,NA,1089.06
FL07938,Alaska Airlines,MDW,MCO,24-08-2024,Economy,94,2,BOS,DFW,779.25
FL07939,Republic Airways,DCA,SFO,08-06-2024,Business,142,0,NA,NA,388.3
FL07940,American Airlines,IAH,ATL,12-06-2024,Economy,120,0,NA,NA,402.07
FL07941,Hawaiian Airlines,SEA,LAS,22-04-2024,Business,151,0,NA,NA,701.41
FL07942,Alaska Airlines,ATL,BOS,15-08-2024,First Class,163,1,JFK,NA,1261.05
FL07943,Delta,IAH,LAS,17-01-2025,First Class,71,1,DTW,NA,1472.48
FL07944,Republic Airways,DEN,PHX,08-09-2024,Business,66,0,NA,NA,1009.14
FL07945,SkyWest Airlines,MCO,DEN,03-09-2024,Business,129,0,NA,NA,792.03
FL07946,JetBlue,MDW,ORD,08-02-2025,Economy,108,0,NA,NA,441.34
FL07947,Spirit Airlines,BOS,LAS,04-09-2024,Business,111,0,NA,NA,776.05
FL07948,Alaska Airlines,LAX,JFK,25-10-2024,Economy,63,0,NA,NA,461.19
FL07949,Frontier Airlines,JFK,PHX,07-11-2024,First Class,23,1,DFW,NA,2249.21
FL07950,American Airlines,ATL,MIA,31-10-2024,Economy,123,0,NA,NA,665.42
FL07951,Frontier Airlines,MIA,PHX,23-07-2024,Business,145,1,DTW,NA,997
FL07952,Frontier Airlines,CLT,MDW,30-08-2024,Economy,26,1,LAS,NA,1047.18
FL07953,Alaska Airlines,DEN,DCA,15-12-2024,Business,78,2,ATL,MIA,1365.07
FL07954,Delta,PHX,BWI,15-04-2024,First Class,12,1,LAX,NA,1392.3
FL07955,United,JFK,IAH,26-10-2024,First Class,168,1,ORD,NA,1579.04
FL07956,SkyWest Airlines,JFK,SFO,01-06-2024,Economy,66,0,NA,NA,271.51
FL07957,Endeavor Air,MCO,DFW,03-10-2024,Business,173,1,DTW,NA,533.62
FL07958,Hawaiian Airlines,MDW,MCO,14-03-2024,Economy,126,1,EWR,NA,732.4
FL07959,American Airlines,MDW,DFW,28-10-2024,First Class,95,0,NA,NA,1452.69
FL07960,SkyWest Airlines,PHX,MCO,17-12-2024,Economy,171,0,NA,NA,256.73
FL07961,Republic Airways,MCO,BOS,07-04-2024,Business,29,0,NA,NA,798.21
FL07962,United,PHX,BWI,09-06-2024,First Class,61,1,CLT,NA,1670.78
FL07963,Delta,MIA,LAX,23-08-2024,First Class,80,1,JFK,NA,992.78
FL07964,Frontier Airlines,EWR,BWI,21-06-2024,Economy,115,0,NA,NA,440.57
FL07965,Delta,SEA,MDW,03-04-2024,Business,41,0,NA,NA,1237.1
FL07966,Frontier Airlines,SFO,JFK,23-08-2024,Economy,98,0,NA,NA,356.19
FL07967,Alaska Airlines,JFK,BWI,16-06-2024,Business,89,1,DTW,NA,1185.67
FL07968,Frontier Airlines,MIA,LAX,19-08-2024,First Class,93,0,NA,NA,1377.34
FL07969,Endeavor Air,SEA,ORD,23-07-2024,First Class,142,1,EWR,NA,1636.74
FL07970,Republic Airways,LAS,CLT,28-04-2024,First Class,73,1,LAX,NA,1567.84
FL07971,Frontier Airlines,LAS,MCO,18-03-2024,Economy,80,0,NA,NA,198.46
FL07972,JetBlue,SFO,DEN,18-10-2024,Business,174,0,NA,NA,539.54
FL07973,Endeavor Air,BOS,SFO,29-05-2024,Business,109,0,NA,NA,1015.46
FL07974,JetBlue,MCO,LAX,17-04-2024,Business,145,1,DCA,NA,632.06
FL07975,Endeavor Air,MCO,BWI,01-03-2024,Business,101,0,NA,NA,592.95
FL07976,Southwest,CLT,DTW,05-02-2025,Business,120,1,LAS,NA,1166.59
FL07977,United,CLT,ORD,05-09-2024,Economy,142,1,EWR,NA,364.7
FL07978,Alaska Airlines,BWI,JFK,14-11-2024,First Class,42,0,NA,NA,1809.4
FL07979,Hawaiian Airlines,EWR,BOS,20-03-2024,First Class,144,0,NA,NA,882.21
FL07980,JetBlue,MIA,LAS,18-12-2024,Economy,121,1,EWR,NA,821.11
FL07981,Southwest,BWI,PHX,11-09-2024,Business,149,2,DTW,BOS,752.6
FL07982,Delta,MCO,JFK,24-08-2024,First Class,62,2,ORD,SFO,2024.1
FL07983,Republic Airways,BOS,ATL,12-04-2024,First Class,55,1,SFO,NA,1937.36
FL07984,Spirit Airlines,LAX,DCA,19-09-2024,Business,118,1,MIA,NA,552.51
FL07985,United,BWI,PHX,20-11-2024,First Class,111,1,JFK,NA,1246.26
FL07986,American Airlines,MDW,MCO,21-07-2024,Business,22,0,NA,NA,1116.98
FL07987,Delta,IAH,BWI,14-11-2024,First Class,30,1,LAS,NA,1626.64
FL07988,Delta,ORD,IAH,30-06-2024,First Class,115,2,MDW,BWI,1687.48
FL07989,Spirit Airlines,SFO,ORD,04-01-2025,Economy,139,1,LAX,NA,1023.27
FL07990,United,MIA,SFO,06-01-2025,Business,27,1,DTW,NA,1025.28
FL07991,Spirit Airlines,LAX,CLT,10-04-2024,Economy,129,1,DFW,NA,544.65
FL07992,Spirit Airlines,MDW,JFK,14-04-2024,Business,79,0,NA,NA,901.78
FL07993,Frontier Airlines,ATL,EWR,09-08-2024,Business,99,0,NA,NA,721.45
FL07994,Republic Airways,MCO,DFW,28-06-2024,First Class,9,2,LAX,MDW,2102.59
FL07995,American Airlines,SEA,LAS,17-04-2024,Economy,129,0,NA,NA,372.13
FL07996,Delta,SFO,JFK,09-03-2024,Business,45,1,DFW,NA,1229.72
FL07997,American Airlines,ORD,LAX,16-12-2024,Economy,21,0,NA,NA,849.9
FL07998,Alaska Airlines,JFK,MIA,04-11-2024,First Class,113,1,SEA,NA,1894.75
FL07999,SkyWest Airlines,CLT,ORD,14-07-2024,Business,27,2,IAH,SEA,1555.11
FL08000,Alaska Airlines,IAH,BWI,16-06-2024,First Class,104,0,NA,NA,753.45
FL08001,Endeavor Air,DCA,LAX,08-10-2024,First Class,152,1,EWR,NA,903.5
FL08002,United,ORD,MIA,17-04-2024,First Class,115,2,MDW,DEN,1025.15
FL08003,Spirit Airlines,MIA,BOS,08-01-2025,First Class,164,1,CLT,NA,1215.71
FL08004,JetBlue,LAS,MIA,03-07-2024,First Class,72,2,SEA,DTW,1393.59
FL08005,Frontier Airlines,MDW,DFW,16-06-2024,Business,108,1,BOS,NA,692.66
FL08006,Frontier Airlines,DTW,LAS,02-09-2024,Business,51,0,NA,NA,548.31
FL08007,JetBlue,EWR,CLT,30-07-2024,Business,39,2,BOS,MIA,1335.11
FL08008,Alaska Airlines,IAH,DEN,31-12-2024,Economy,44,0,NA,NA,698.4
FL08009,Endeavor Air,DTW,EWR,03-01-2025,Business,156,2,CLT,MIA,927.65
FL08010,Southwest,MIA,BOS,04-06-2024,Economy,48,1,BWI,NA,904.88
FL08011,SkyWest Airlines,BWI,LAX,29-09-2024,First Class,137,0,NA,NA,1145.65
FL08012,American Airlines,JFK,ORD,05-04-2024,First Class,163,0,NA,NA,759.13
FL08013,American Airlines,JFK,DEN,15-05-2024,First Class,157,1,BOS,NA,1285.8
FL08014,SkyWest Airlines,DFW,MDW,04-08-2024,First Class,75,1,DTW,NA,1426.98
FL08015,Republic Airways,JFK,BOS,12-10-2024,First Class,116,0,NA,NA,998.42
FL08016,Hawaiian Airlines,SEA,DEN,12-05-2024,First Class,136,1,BWI,NA,809.86
FL08017,Endeavor Air,ATL,CLT,14-11-2024,First Class,5,1,EWR,NA,1620.16
FL08018,Alaska Airlines,DCA,MDW,04-08-2024,Economy,156,0,NA,NA,405.28
FL08019,Republic Airways,DEN,IAH,08-03-2024,First Class,140,1,SEA,NA,905.77
FL08020,JetBlue,SEA,EWR,02-02-2025,First Class,65,0,NA,NA,1259.92
FL08021,United,SFO,DCA,26-03-2024,Economy,138,0,NA,NA,619.03
FL08022,Spirit Airlines,SFO,BWI,17-09-2024,Economy,43,0,NA,NA,320.61
FL08023,Endeavor Air,MIA,DEN,23-10-2024,Business,69,1,MCO,NA,1474.16
FL08024,Hawaiian Airlines,ORD,ATL,13-11-2024,Business,128,1,DFW,NA,851.66
FL08025,Spirit Airlines,BWI,ATL,30-07-2024,First Class,59,2,BOS,EWR,1100.3
FL08026,Southwest,IAH,SFO,15-08-2024,Business,27,0,NA,NA,757.03
FL08027,Republic Airways,DCA,MIA,03-01-2025,Business,110,1,CLT,NA,1119.61
FL08028,Alaska Airlines,IAH,PHX,18-01-2025,Business,94,2,MCO,ATL,1074.7
FL08029,Frontier Airlines,SEA,LAX,11-10-2024,First Class,176,0,NA,NA,1028.33
FL08030,Frontier Airlines,LAX,SEA,26-12-2024,First Class,178,1,DEN,NA,1212.27
FL08031,American Airlines,EWR,DTW,26-06-2024,First Class,66,1,DCA,NA,1741.55
